iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
ZAF,Africa,South Africa,2020-03-08,2.0,2.0,0.286,,0.0,0.0,0.033,0.033,0.005,,0.0,0.0,,0.0,0.0,,,,,,,,,,,27.0,0.0,,,people tested,,,,,,,,,,,,,,13.89,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,2114.8,2.28,5.03,35.96481
ZAF,Africa,South Africa,2020-03-09,2.0,0.0,0.286,,0.0,0.0,0.033,0.0,0.005,,0.0,0.0,,0.0,0.0,,,,,,,,,,,40.0,0.001,,,people tested,,,,,,,,,,,,,,13.89,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-03-10,2.0,0.0,0.286,,0.0,0.0,0.033,0.0,0.005,,0.0,0.0,,0.0,0.0,,,,,,,,,,,54.0,0.001,0.0185,54.0,people tested,,,,,,,,,,,,,,13.89,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-03-11,2.0,0.0,0.286,,0.0,0.0,0.033,0.0,0.005,,0.0,0.0,,0.0,0.0,,,,,,,645.0,,0.011,,67.0,0.001,0.0277,36.1,people tested,,,,,,,,,,,,,,13.89,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-03-12,2.0,0.0,0.286,,0.0,0.0,0.033,0.0,0.005,,0.0,0.0,,0.0,0.0,,,,,,,848.0,203.0,0.014,0.003,94.0,0.002,0.0243,41.1,people tested,,,,,,,,,,,,,,13.89,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-03-13,2.0,0.0,0.286,,0.0,0.0,0.033,0.0,0.005,,0.0,0.0,,0.0,0.0,,,,,,,924.0,76.0,0.016,0.001,103.0,0.002,0.0319,31.3,people tested,,,,,,,,,,,,,,13.89,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-03-14,2.0,0.0,0.286,,0.0,0.0,0.033,0.0,0.005,,0.0,0.0,,0.0,0.0,,,,,,,1017.0,93.0,0.017,0.002,111.0,0.002,0.0476,21.0,people tested,,,,,,,,,,,,,,13.89,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-03-15,38.0,36.0,5.143,,0.0,0.0,0.634,0.601,0.086,,0.0,0.0,,0.0,0.0,,,,,,,1476.0,459.0,0.025,0.008,162.0,0.003,0.0423,23.6,people tested,,,,,,,,,,,,,,19.44,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,2360.3,2.32,2.69,40.139843
ZAF,Africa,South Africa,2020-03-16,38.0,0.0,5.143,,0.0,0.0,0.634,0.0,0.086,,0.0,0.0,,0.0,0.0,,,,,,,2405.0,929.0,0.04,0.016,280.0,0.005,0.0301,33.2,people tested,,,,,,,,,,,,,,38.89,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-03-17,38.0,0.0,5.143,,0.0,0.0,0.634,0.0,0.086,,0.0,0.0,,0.0,0.0,,,,,,,2911.0,506.0,0.049,0.009,338.0,0.006,0.0232,43.0,people tested,,,,,,,,,,,,,,38.89,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-03-18,38.0,0.0,5.143,,0.0,0.0,0.634,0.0,0.086,,0.0,0.0,,0.0,0.0,,,,,,,3070.0,159.0,0.052,0.003,346.0,0.006,0.0425,23.5,people tested,,,,,,,,,,,,,,55.56,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-03-19,38.0,0.0,5.143,,0.0,0.0,0.634,0.0,0.086,,0.0,0.0,2.08,0.0,0.0,,,,,,,4832.0,1762.0,0.081,0.03,569.0,0.01,0.0334,29.9,people tested,,,,,,,,,,,,,,55.56,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-03-20,38.0,0.0,5.143,,0.0,0.0,0.634,0.0,0.086,,0.0,0.0,2.08,0.0,0.0,,,,,,,6438.0,1606.0,0.108,0.027,788.0,0.013,0.0323,31.0,people tested,,,,,,,,,,,,,,55.56,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-03-21,38.0,0.0,5.143,,0.0,0.0,0.634,0.0,0.086,,0.0,0.0,2.08,0.0,0.0,,,,,,,7425.0,987.0,0.125,0.017,915.0,0.015,0.0315,31.7,people tested,,,,,,,,,,,,,,55.56,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-03-22,240.0,202.0,28.857,,0.0,0.0,4.007,3.373,0.482,,0.0,0.0,2.07,0.0,0.0,,,,,,,9315.0,1890.0,0.157,0.032,1120.0,0.019,0.0284,35.2,people tested,,,,,,,,,,,,,,55.56,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,2447.8,2.21,0.97,41.627888
ZAF,Africa,South Africa,2020-03-23,240.0,0.0,28.857,,0.0,0.0,4.007,0.0,0.482,,0.0,0.0,2.08,0.0,0.0,,,,,,,12815.0,3500.0,0.216,0.059,1487.0,0.025,0.0327,30.6,people tested,,,,,,,,,,,,,,55.56,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-03-24,240.0,0.0,28.857,,0.0,0.0,4.007,0.0,0.482,,0.0,0.0,2.04,0.0,0.0,,,,,,,15529.0,2714.0,0.261,0.046,1803.0,0.03,0.039,25.7,people tested,,,,,,,,,,,,,,55.56,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-03-25,240.0,0.0,28.857,,0.0,0.0,4.007,0.0,0.482,,0.0,0.0,1.96,2.0,0.033,,,,,,,,,,,2133.0,0.036,0.0397,25.2,people tested,,,,,,,,,,,,,,55.56,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-03-26,240.0,0.0,28.857,,0.0,0.0,4.007,0.0,0.482,,0.0,0.0,1.87,2.0,0.033,,,,,,,20471.0,,0.345,,2234.0,0.038,0.0497,20.1,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-03-27,240.0,0.0,28.857,,0.0,0.0,4.007,0.0,0.482,,0.0,0.0,1.75,7.0,0.117,,,,,,,28537.0,8066.0,0.48,0.136,3157.0,0.053,0.0438,22.8,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-03-28,240.0,0.0,28.857,,0.0,0.0,4.007,0.0,0.482,,0.0,0.0,1.62,7.0,0.117,,,,,,,31963.0,3426.0,0.538,0.058,3505.0,0.059,0.0386,25.9,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-03-29,1187.0,947.0,135.286,1.0,1.0,0.143,19.818,15.811,2.259,0.017,0.017,0.002,1.52,7.0,0.117,,,,,,,35593.0,3630.0,0.599,0.061,3754.0,0.063,0.0383,26.1,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,2067.5,1.72,-4.05,35.16041
ZAF,Africa,South Africa,2020-03-30,1187.0,0.0,135.286,1.0,0.0,0.143,19.818,0.0,2.259,0.017,0.0,0.002,1.42,7.0,0.117,,,,,,,38409.0,2816.0,0.647,0.047,3656.0,0.062,0.0361,27.7,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-03-31,1187.0,0.0,135.286,1.0,0.0,0.143,19.818,0.0,2.259,0.017,0.0,0.002,1.35,7.0,0.117,,,,,,,41072.0,2663.0,0.692,0.045,3649.0,0.061,0.0313,32.0,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-04-01,1187.0,0.0,135.286,1.0,0.0,0.143,19.818,0.0,2.259,0.017,0.0,0.002,1.3,7.0,0.117,,,,,,,44292.0,3220.0,0.746,0.054,3756.0,0.063,0.0255,39.2,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-04-02,1187.0,0.0,135.286,1.0,0.0,0.143,19.818,0.0,2.259,0.017,0.0,0.002,1.26,7.0,0.117,,,,,,,47965.0,3673.0,0.808,0.062,3928.0,0.066,0.0195,51.4,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-04-03,1187.0,0.0,135.286,1.0,0.0,0.143,19.818,0.0,2.259,0.017,0.0,0.002,1.24,7.0,0.117,,,,,,,50361.0,2396.0,0.848,0.04,3118.0,0.052,0.0153,65.2,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-04-04,1187.0,0.0,135.286,1.0,0.0,0.143,19.818,0.0,2.259,0.017,0.0,0.002,1.24,7.0,0.117,,,,,,,53937.0,3576.0,0.908,0.06,3139.0,0.053,0.0181,55.2,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-04-05,1585.0,398.0,56.857,9.0,8.0,1.143,26.463,6.645,0.949,0.15,0.134,0.019,1.22,10.0,0.167,,,,,,,56873.0,2936.0,0.958,0.049,3040.0,0.051,0.0176,56.7,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,1147.6,0.88,-9.52,19.516367
ZAF,Africa,South Africa,2020-04-06,1585.0,0.0,56.857,9.0,0.0,1.143,26.463,0.0,0.949,0.15,0.0,0.019,1.22,10.0,0.167,,,,,,,58098.0,1225.0,0.978,0.021,2813.0,0.047,0.0183,54.7,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-04-07,1585.0,0.0,56.857,9.0,0.0,1.143,26.463,0.0,0.949,0.15,0.0,0.019,1.23,10.0,0.167,,,,,,,,,,,2838.0,0.048,0.0199,50.2,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-04-08,1585.0,0.0,56.857,9.0,0.0,1.143,26.463,0.0,0.949,0.15,0.0,0.019,1.24,10.0,0.167,,,,,,,63776.0,,1.074,,2783.0,0.047,0.0239,41.9,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-04-09,1585.0,0.0,56.857,9.0,0.0,1.143,26.463,0.0,0.949,0.15,0.0,0.019,1.25,10.0,0.167,,,,,,,68874.0,5098.0,1.16,0.086,2987.0,0.05,0.0226,44.3,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-04-10,1585.0,0.0,56.857,9.0,0.0,1.143,26.463,0.0,0.949,0.15,0.0,0.019,1.26,10.0,0.167,,,,,,,73028.0,4154.0,1.23,0.07,3238.0,0.055,0.022,45.5,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-04-11,1585.0,0.0,56.857,9.0,0.0,1.143,26.463,0.0,0.949,0.15,0.0,0.019,1.29,10.0,0.167,,,,,,,75053.0,2025.0,1.264,0.034,3017.0,0.051,0.021,47.7,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-04-12,2028.0,443.0,63.286,28.0,19.0,2.714,33.86,7.396,1.057,0.467,0.317,0.045,1.32,10.0,0.167,,,,,,,80085.0,5032.0,1.348,0.085,3316.0,0.056,0.0223,44.8,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,323.89996,0.23,-8.74,5.5083222
ZAF,Africa,South Africa,2020-04-13,2028.0,0.0,63.286,28.0,0.0,2.714,33.86,0.0,1.057,0.467,0.0,0.045,1.34,26.0,0.434,,,,,,,83663.0,3578.0,1.409,0.06,3652.0,0.061,0.0229,43.6,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-04-14,2028.0,0.0,63.286,28.0,0.0,2.714,33.86,0.0,1.057,0.467,0.0,0.045,1.36,26.0,0.434,,,,,,,87022.0,3359.0,1.465,0.057,3726.0,0.063,0.0255,39.2,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-04-15,2028.0,0.0,63.286,28.0,0.0,2.714,33.86,0.0,1.057,0.467,0.0,0.045,1.37,27.0,0.451,,,,,,,90515.0,3493.0,1.524,0.059,3820.0,0.064,0.0247,40.5,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-04-16,2028.0,0.0,63.286,28.0,0.0,2.714,33.86,0.0,1.057,0.467,0.0,0.045,1.38,27.0,0.451,,,,,,,95060.0,4545.0,1.601,0.077,3741.0,0.063,0.0256,39.0,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-04-17,2028.0,0.0,63.286,28.0,0.0,2.714,33.86,0.0,1.057,0.467,0.0,0.045,1.4,27.0,0.451,96.0,1.603,,,,,100827.0,5767.0,1.698,0.097,3971.0,0.067,0.0281,35.6,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-04-18,2028.0,0.0,63.286,28.0,0.0,2.714,33.86,0.0,1.057,0.467,0.0,0.045,1.42,36.0,0.601,101.0,1.686,,,,,108021.0,7194.0,1.819,0.121,4710.0,0.079,0.0305,32.8,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-04-19,3034.0,1006.0,143.714,52.0,24.0,3.429,50.656,16.796,2.399,0.868,0.401,0.057,1.41,36.0,0.601,184.0,3.072,,,,,114711.0,6690.0,1.931,0.113,4947.0,0.083,0.0284,35.2,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,-591.4,-0.4,-9.75,-10.057494
ZAF,Africa,South Africa,2020-04-20,3034.0,0.0,143.714,52.0,0.0,3.429,50.656,0.0,2.399,0.868,0.0,0.057,1.41,36.0,0.601,183.0,3.055,,,,,121510.0,6799.0,2.046,0.114,5407.0,0.091,0.0272,36.8,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-04-21,3034.0,0.0,143.714,52.0,0.0,3.429,50.656,0.0,2.399,0.868,0.0,0.057,1.41,36.0,0.601,185.0,3.089,,,,,126937.0,5427.0,2.137,0.091,5702.0,0.096,0.0263,38.0,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-04-22,3034.0,0.0,143.714,52.0,0.0,3.429,50.656,0.0,2.399,0.868,0.0,0.057,1.42,36.0,0.601,189.0,3.156,,,,,133774.0,6837.0,2.252,0.115,6180.0,0.104,0.0261,38.3,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-04-23,3034.0,0.0,143.714,52.0,0.0,3.429,50.656,0.0,2.399,0.868,0.0,0.057,1.42,36.0,0.601,173.0,2.888,,,,,143570.0,9796.0,2.417,0.165,6930.0,0.117,0.0278,36.0,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-04-24,3034.0,0.0,143.714,52.0,0.0,3.429,50.656,0.0,2.399,0.868,0.0,0.057,1.41,27.0,0.451,204.0,3.406,,,,,152390.0,8820.0,2.566,0.149,7366.0,0.124,0.0279,35.9,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-04-25,3034.0,0.0,143.714,52.0,0.0,3.429,50.656,0.0,2.399,0.868,0.0,0.057,1.4,19.0,0.317,260.0,4.341,,,269.0,4.491,161004.0,8614.0,2.711,0.145,7569.0,0.127,0.025,39.9,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-04-26,4361.0,1327.0,189.571,86.0,34.0,4.857,72.812,22.156,3.165,1.436,0.568,0.081,1.4,19.0,0.317,267.0,4.458,,,,,168643.0,7639.0,2.839,0.129,7705.0,0.13,0.0257,38.9,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,-2036.3,-1.29,-14.99,-34.629818
ZAF,Africa,South Africa,2020-04-27,4361.0,0.0,189.571,86.0,0.0,4.857,72.812,0.0,3.165,1.436,0.0,0.081,1.41,19.0,0.317,275.0,4.591,,,,,178470.0,9827.0,3.005,0.165,8137.0,0.137,0.0262,38.2,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-04-28,4361.0,0.0,189.571,86.0,0.0,4.857,72.812,0.0,3.165,1.436,0.0,0.081,1.42,31.0,0.518,286.0,4.775,,,,,185497.0,7027.0,3.123,0.118,8366.0,0.141,0.0261,38.3,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-04-29,4361.0,0.0,189.571,86.0,0.0,4.857,72.812,0.0,3.165,1.436,0.0,0.081,1.43,29.0,0.484,290.0,4.842,,,,,197127.0,11630.0,3.319,0.196,9050.0,0.152,0.0271,36.9,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-04-30,4361.0,0.0,189.571,86.0,0.0,4.857,72.812,0.0,3.165,1.436,0.0,0.081,1.42,34.0,0.568,310.0,5.176,,,,,207530.0,10403.0,3.494,0.175,9137.0,0.154,0.0265,37.8,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-05-01,4361.0,0.0,189.571,86.0,0.0,4.857,72.812,0.0,3.165,1.436,0.0,0.081,1.43,38.0,0.634,320.0,5.343,,,,,217522.0,9992.0,3.662,0.168,9305.0,0.157,0.0266,37.6,people tested,,,,,,,,,,,,,,84.26,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-05-02,4361.0,0.0,189.571,86.0,0.0,4.857,72.812,0.0,3.165,1.436,0.0,0.081,1.44,42.0,0.701,328.0,5.476,,,390.0,6.512,230686.0,13164.0,3.884,0.222,9955.0,0.168,0.0283,35.3,people tested,,,,,,,,,,,,,,84.26,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-05-03,6336.0,1975.0,282.143,123.0,37.0,5.286,105.787,32.975,4.711,2.054,0.618,0.088,1.44,41.0,0.685,325.0,5.426,,,,,245747.0,15061.0,4.138,0.254,11015.0,0.185,0.029,34.5,people tested,,,,,,,,,,,,,,84.26,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,-3954.6,-2.35,-18.85,-67.2529
ZAF,Africa,South Africa,2020-05-04,6336.0,0.0,282.143,123.0,0.0,5.286,105.787,0.0,4.711,2.054,0.0,0.088,1.43,41.0,0.685,324.0,5.41,,,,,257541.0,11794.0,4.336,0.199,11296.0,0.19,0.0307,32.6,people tested,,,,,,,,,,,,,,84.26,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-05-05,6336.0,0.0,282.143,123.0,0.0,5.286,105.787,0.0,4.711,2.054,0.0,0.088,1.43,58.0,0.968,364.0,6.077,,,,,268064.0,10523.0,4.513,0.177,11795.0,0.199,0.0312,32.1,people tested,,,,,,,,,,,,,,84.26,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-05-06,6336.0,0.0,282.143,123.0,0.0,5.286,105.787,0.0,4.711,2.054,0.0,0.088,1.42,65.0,1.085,361.0,6.027,,,,,279379.0,11315.0,4.704,0.191,11750.0,0.198,0.0299,33.5,people tested,,,,,,,,,,,,,,84.26,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-05-07,6336.0,0.0,282.143,123.0,0.0,5.286,105.787,0.0,4.711,2.054,0.0,0.088,1.43,64.0,1.069,361.0,6.027,,,,,292153.0,12774.0,4.919,0.215,12089.0,0.204,0.0305,32.7,people tested,,,,,,,,,,,,,,84.26,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-05-08,6336.0,0.0,282.143,123.0,0.0,5.286,105.787,0.0,4.711,2.054,0.0,0.088,1.44,64.0,1.069,361.0,6.027,,,,,307752.0,15599.0,5.182,0.263,12890.0,0.217,0.0326,30.6,people tested,,,,,,,,,,,,,,84.26,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-05-09,6336.0,0.0,282.143,123.0,0.0,5.286,105.787,0.0,4.711,2.054,0.0,0.088,1.44,65.0,1.085,378.0,6.311,,,462.0,7.714,324079.0,16327.0,5.457,0.275,13342.0,0.225,0.033,30.3,people tested,,,,,,,,,,,,,,84.26,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
