iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
ZAF,Africa,South Africa,2022-03-03,3671991.0,0.0,2128.571,99191.0,0.0,82.0,61308.28,0.0,35.539,1656.112,0.0,1.369,0.85,298.0,4.975,3142.0,52.459,,,,,23166727.0,28302.0,390.063,0.477,24540.0,0.413,0.0697,14.3,people tested,,,,,,80907.0,,,,,1351.0,25027.0,0.042,40.74,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2022-03-04,3671991.0,0.0,2128.571,99191.0,0.0,82.0,61308.28,0.0,35.539,1656.112,0.0,1.369,0.86,313.0,5.226,3655.0,61.025,,,,,23196880.0,30153.0,390.571,0.508,25268.0,0.425,0.0665,15.0,people tested,31989917.0,20493423.0,17387125.0,1342654.0,,83659.0,53.41,34.22,29.03,2.24,1397.0,24487.0,0.041,40.74,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2022-03-05,3671991.0,0.0,2128.571,99191.0,0.0,82.0,61308.28,0.0,35.539,1656.112,0.0,1.369,0.86,313.0,5.226,3655.0,61.025,,,1256.0,20.97,23226664.0,29784.0,391.072,0.501,24806.0,0.418,0.0644,15.5,people tested,32019752.0,20499960.0,17396062.0,1359275.0,29835.0,85434.0,53.46,34.23,29.04,2.27,1426.0,24412.0,0.041,40.74,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2022-03-06,3683172.0,11181.0,1597.286,99543.0,352.0,50.286,61494.96,186.68,26.669,1661.989,5.877,0.84,0.87,313.0,5.226,3655.0,61.025,,,,,23245373.0,18709.0,391.387,0.315,24798.0,0.418,0.0637,15.7,people tested,32027166.0,20501676.0,17398184.0,1363737.0,7414.0,84005.0,53.47,34.23,29.05,2.28,1403.0,23649.0,0.039,40.74,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,253787.62,22.38,8.57,4237.2876
ZAF,Africa,South Africa,2022-03-07,3683172.0,0.0,1597.286,99543.0,0.0,50.286,61494.96,0.0,26.669,1661.989,0.0,0.84,0.87,235.0,3.924,2465.0,41.156,,,,,23259839.0,14466.0,391.631,0.244,24912.0,0.419,0.0635,15.7,people tested,32126152.0,20529787.0,17423434.0,1417569.0,98986.0,82902.0,53.64,34.28,29.09,2.37,1384.0,23345.0,0.039,40.74,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2022-03-08,3683172.0,0.0,1597.286,99543.0,0.0,50.286,61494.96,0.0,26.669,1661.989,0.0,0.84,0.87,257.0,4.291,2881.0,48.102,,,,,23285855.0,26016.0,392.069,0.438,24863.0,0.419,0.0624,16.0,people tested,,,,,,74753.0,,,,,1248.0,21060.0,0.035,40.74,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2022-03-09,3683172.0,0.0,1597.286,99543.0,0.0,50.286,61494.96,0.0,26.669,1661.989,0.0,0.84,0.88,233.0,3.89,2486.0,41.507,,,,,23314522.0,28667.0,392.552,0.483,25157.0,0.424,0.061,16.4,people tested,32225496.0,20558264.0,17448183.0,1471593.0,,65784.0,53.8,34.32,29.13,2.46,1098.0,18484.0,0.031,40.74,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2022-03-10,3683172.0,0.0,1597.286,99543.0,0.0,50.286,61494.96,0.0,26.669,1661.989,0.0,0.84,0.88,249.0,4.157,2880.0,48.085,,,,,23343250.0,28728.0,393.035,0.484,25218.0,0.425,0.0609,16.4,people tested,32322691.0,20585989.0,17472851.0,1524310.0,97195.0,63604.0,53.97,34.37,29.17,2.55,1062.0,17834.0,0.03,40.74,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2022-03-11,3683172.0,0.0,1597.286,99543.0,0.0,50.286,61494.96,0.0,26.669,1661.989,0.0,0.84,0.89,246.0,4.107,2848.0,47.551,,,,,23365475.0,22225.0,393.409,0.374,24085.0,0.406,0.0624,16.0,people tested,32517834.0,20642570.0,17522887.0,1628556.0,195143.0,75417.0,54.29,34.47,29.26,2.72,1259.0,21307.0,0.036,40.74,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2022-03-12,3683172.0,0.0,1597.286,99543.0,0.0,50.286,61494.96,0.0,26.669,1661.989,0.0,0.84,0.9,227.0,3.79,2399.0,40.054,,,1144.0,19.1,23392502.0,27027.0,393.865,0.455,23691.0,0.399,0.0625,16.0,people tested,,,,,,72809.0,,,,,1216.0,20759.0,0.035,40.74,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2022-03-13,3693532.0,10360.0,1480.0,99712.0,169.0,24.143,61667.933,172.973,24.71,1664.811,2.822,0.403,0.9,224.0,3.74,2377.0,39.687,,,,,23410199.0,17697.0,394.162,0.298,23547.0,0.396,0.0618,16.2,people tested,32540997.0,20647974.0,17529312.0,1641525.0,,73404.0,54.33,34.47,29.27,2.74,1226.0,20900.0,0.035,40.74,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,254637.92,22.27,9.19,4251.4844
ZAF,Africa,South Africa,2022-03-14,3693532.0,0.0,1480.0,99712.0,0.0,24.143,61667.933,0.0,24.71,1664.811,0.0,0.403,0.91,242.0,4.04,2727.0,45.531,,,,,23424639.0,14440.0,394.406,0.243,23543.0,0.396,0.061,16.4,people tested,32548342.0,20650525.0,17531396.0,1644959.0,7345.0,60313.0,54.34,34.48,29.27,2.75,1007.0,17248.0,0.029,40.74,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2022-03-15,3693532.0,0.0,1480.0,99712.0,0.0,24.143,61667.933,0.0,24.71,1664.811,0.0,0.403,0.91,215.0,3.59,2220.0,37.066,,,,,23452959.0,28320.0,394.882,0.477,23872.0,0.402,0.0614,16.3,people tested,32630886.0,20674733.0,17553465.0,1688214.0,82544.0,65009.0,54.48,34.52,29.31,2.82,1085.0,18672.0,0.031,40.74,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2022-03-16,3693532.0,0.0,1480.0,99712.0,0.0,24.143,61667.933,0.0,24.71,1664.811,0.0,0.403,0.92,206.0,3.439,2071.0,34.578,,,,,23485052.0,32093.0,395.423,0.54,24361.0,0.41,0.0609,16.4,people tested,32722417.0,20701915.0,17577118.0,1736027.0,91531.0,70989.0,54.63,34.56,29.35,2.9,1185.0,20522.0,0.034,40.74,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2022-03-17,3693532.0,0.0,1480.0,99712.0,0.0,24.143,61667.933,0.0,24.71,1664.811,0.0,0.403,0.92,200.0,3.339,2060.0,34.394,,,,,,,,,24437.0,0.411,0.0596,16.8,people tested,32817492.0,20729866.0,17602956.0,1784871.0,95075.0,70686.0,54.79,34.61,29.39,2.98,1180.0,20554.0,0.034,40.74,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2022-03-18,3693532.0,0.0,1480.0,99712.0,0.0,24.143,61667.933,0.0,24.71,1664.811,0.0,0.403,0.92,207.0,3.456,2024.0,33.793,,,,,23543564.0,,396.408,,25441.0,0.428,0.0566,17.7,people tested,32903329.0,20753252.0,17628065.0,1829060.0,85837.0,55071.0,54.94,34.65,29.43,3.05,919.0,15812.0,0.026,40.74,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2022-03-19,3693532.0,0.0,1480.0,99712.0,0.0,24.143,61667.933,0.0,24.71,1664.811,0.0,0.403,0.92,203.0,3.389,2020.0,33.726,,,1001.0,16.713,23569125.0,25561.0,396.838,0.43,25232.0,0.425,0.0555,18.0,people tested,32987853.0,20772989.0,17654789.0,1873640.0,84524.0,65491.0,55.08,34.68,29.48,3.13,1093.0,18245.0,0.03,40.74,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2022-03-20,3703329.0,9797.0,1399.571,99879.0,167.0,23.857,61831.505,163.573,23.368,1667.599,2.788,0.398,0.93,206.0,3.439,2028.0,33.86,,,,,23585561.0,16436.0,397.115,0.277,25052.0,0.422,0.0554,18.1,people tested,33008136.0,20777048.0,17660887.0,1885226.0,20283.0,66734.0,55.11,34.69,29.49,3.15,1114.0,18439.0,0.031,40.74,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,255295.83,22.15,7.28,4262.469
ZAF,Africa,South Africa,2022-03-21,3703329.0,0.0,1399.571,99879.0,0.0,23.857,61831.505,0.0,23.368,1667.599,0.0,0.398,0.94,204.0,3.406,2010.0,33.559,,,,,23599964.0,14403.0,397.358,0.243,25046.0,0.422,0.0548,18.2,people tested,33014381.0,20778875.0,17662694.0,1888503.0,6245.0,66577.0,55.12,34.69,29.49,3.15,1112.0,18336.0,0.031,40.74,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2022-03-22,3703329.0,0.0,1399.571,99879.0,0.0,23.857,61831.505,0.0,23.368,1667.599,0.0,0.398,0.94,194.0,3.239,2003.0,33.442,,,,,23619340.0,19376.0,397.684,0.326,23769.0,0.4,0.0533,18.8,people tested,33023123.0,20781379.0,17665311.0,1892943.0,8742.0,56034.0,55.14,34.7,29.49,3.16,936.0,15235.0,0.025,34.14,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2022-03-23,3703329.0,0.0,1399.571,99879.0,0.0,23.857,61831.505,0.0,23.368,1667.599,0.0,0.398,0.96,201.0,3.356,2017.0,33.676,,,,,23643793.0,24453.0,398.096,0.412,22677.0,0.382,0.0522,19.2,people tested,33105213.0,20802093.0,17694103.0,1933115.0,82090.0,54685.0,55.27,34.73,29.54,3.23,913.0,14311.0,0.024,34.13,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2022-03-24,3703329.0,0.0,1399.571,99879.0,0.0,23.857,61831.505,0.0,23.368,1667.599,0.0,0.398,0.97,201.0,3.356,2017.0,33.676,,,,,23676087.0,32294.0,398.639,0.544,23111.0,0.389,0.0539,18.5,people tested,33201427.0,20826204.0,17727718.0,1980212.0,96214.0,54848.0,55.43,34.77,29.6,3.31,916.0,13763.0,0.023,34.12,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2022-03-25,3703329.0,0.0,1399.571,99879.0,0.0,23.857,61831.505,0.0,23.368,1667.599,0.0,0.398,0.98,192.0,3.206,1971.0,32.908,,,,,23701064.0,24977.0,399.06,0.421,22500.0,0.379,0.0554,18.1,people tested,33296217.0,20849944.0,17762272.0,2025294.0,94790.0,56127.0,55.59,34.81,29.66,3.38,937.0,13813.0,0.023,34.12,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2022-03-26,3703329.0,0.0,1399.571,99879.0,0.0,23.857,61831.505,0.0,23.368,1667.599,0.0,0.398,0.99,189.0,3.156,1965.0,32.808,,,998.0,16.663,23727513.0,26449.0,399.505,0.445,22627.0,0.381,0.0564,17.7,people tested,33379248.0,20868945.0,17793692.0,2064966.0,83031.0,55914.0,55.73,34.84,29.71,3.45,934.0,13708.0,0.023,34.11,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2022-03-27,3712263.0,8934.0,1276.286,99965.0,86.0,12.286,61980.669,149.164,21.309,1669.035,1.436,0.205,1.0,185.0,3.089,1961.0,32.741,,,,,23744362.0,16849.0,399.789,0.284,22686.0,0.382,0.0569,17.6,people tested,33405701.0,20875084.0,17802789.0,2078695.0,26453.0,56795.0,55.77,34.85,29.72,3.47,948.0,14005.0,0.023,34.11,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,256205.73,22.06,10.2,4277.661
ZAF,Africa,South Africa,2022-03-28,3712263.0,0.0,1276.286,99965.0,0.0,12.286,61980.669,0.0,21.309,1669.035,0.0,0.205,1.01,175.0,2.922,1916.0,31.99,,,,,23757304.0,12942.0,400.007,0.218,22477.0,0.378,0.0575,17.4,people tested,,,,,,61616.0,,,,,1029.0,15106.0,0.025,34.11,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2022-03-29,3712263.0,0.0,1276.286,99965.0,0.0,12.286,61980.669,0.0,21.309,1669.035,0.0,0.205,1.02,177.0,2.955,1936.0,32.324,,,,,23783240.0,25936.0,400.443,0.437,23414.0,0.394,0.0591,16.9,people tested,33485691.0,20894155.0,17833534.0,2116328.0,,66081.0,55.91,34.89,29.78,3.53,1103.0,16111.0,0.027,34.1,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2022-03-30,3712263.0,0.0,1276.286,99965.0,0.0,12.286,61980.669,0.0,21.309,1669.035,0.0,0.205,1.02,173.0,2.888,1927.0,32.174,,,,,23809344.0,26104.0,400.883,0.44,23650.0,0.398,0.0603,16.6,people tested,33569841.0,20913645.0,17865218.0,2157554.0,84150.0,66375.0,56.05,34.92,29.83,3.6,1108.0,15936.0,0.027,34.09,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2022-03-31,3712263.0,0.0,1276.286,99965.0,0.0,12.286,61980.669,0.0,21.309,1669.035,0.0,0.205,1.03,169.0,2.822,1926.0,32.157,,,,,23838911.0,29567.0,401.381,0.498,23261.0,0.392,0.0598,16.7,people tested,33656772.0,20934382.0,17898249.0,2199299.0,86931.0,65049.0,56.19,34.95,29.88,3.67,1086.0,15454.0,0.026,34.09,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2022-04-01,3712263.0,0.0,1276.286,99965.0,0.0,12.286,61980.669,0.0,21.309,1669.035,0.0,0.205,1.04,162.0,2.705,1920.0,32.057,,,,,23866743.0,27832.0,401.849,0.469,23668.0,0.399,0.0494,20.2,people tested,33738165.0,20954169.0,17929482.0,2238006.0,81393.0,63135.0,56.33,34.99,29.94,3.74,1054.0,14889.0,0.025,34.08,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2022-04-02,3712263.0,0.0,1276.286,99965.0,0.0,12.286,61980.669,0.0,21.309,1669.035,0.0,0.205,1.07,161.0,2.688,1849.0,30.871,,,951.0,15.878,23893013.0,26270.0,402.292,0.442,23643.0,0.398,0.0404,24.7,people tested,,,,,,55228.0,,,,,922.0,13107.0,0.022,34.08,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2022-04-03,3722065.0,9802.0,1400.286,100046.0,81.0,11.571,62144.325,163.656,23.379,1670.388,1.352,0.193,1.12,172.0,2.872,1907.0,31.84,,,,,23909698.0,16685.0,402.573,0.281,23619.0,0.398,0.0587,17.0,people tested,,,,,,55403.0,,,,,925.0,13163.0,0.022,34.08,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,256998.83,21.96,8.52,4290.903
ZAF,Africa,South Africa,2022-04-04,3722065.0,0.0,1400.286,100046.0,0.0,11.571,62144.325,0.0,23.379,1670.388,0.0,0.193,1.11,161.0,2.688,1849.0,30.871,,,,,23922395.0,12697.0,402.786,0.214,23584.0,0.397,0.0552,18.1,people tested,33821204.0,20973752.0,17960728.0,2277971.0,,53644.0,56.47,35.02,29.99,3.8,896.0,12733.0,0.021,36.3,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2022-04-05,3722065.0,0.0,1400.286,100046.0,0.0,11.571,62144.325,0.0,23.379,1670.388,0.0,0.193,1.11,164.0,2.738,2163.0,36.114,,,,,23947309.0,24914.0,403.206,0.419,23438.0,0.395,0.0597,16.8,people tested,33875176.0,20987044.0,17981695.0,2302998.0,53972.0,55641.0,56.56,35.04,30.02,3.85,929.0,13270.0,0.022,36.29,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2022-04-06,3722065.0,0.0,1400.286,100046.0,0.0,11.571,62144.325,0.0,23.379,1670.388,0.0,0.193,1.1,171.0,2.855,1897.0,31.673,,,,,23971040.0,23731.0,403.605,0.4,23099.0,0.389,0.0627,15.9,people tested,33931060.0,21001488.0,18000778.0,2331516.0,55884.0,51603.0,56.65,35.06,30.05,3.89,862.0,12549.0,0.021,36.28,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2022-04-07,3722065.0,0.0,1400.286,100046.0,0.0,11.571,62144.325,0.0,23.379,1670.388,0.0,0.193,1.09,155.0,2.588,2140.0,35.73,,,,,23996380.0,25340.0,404.032,0.427,22496.0,0.379,0.0618,16.2,people tested,33991918.0,21017169.0,18021801.0,2361872.0,60858.0,47878.0,56.75,35.09,30.09,3.94,799.0,11827.0,0.02,36.27,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2022-04-08,3722065.0,0.0,1400.286,100046.0,0.0,11.571,62144.325,0.0,23.379,1670.388,0.0,0.193,1.09,161.0,2.688,2138.0,35.696,,,,,24019672.0,23292.0,404.424,0.392,21847.0,0.368,0.0727,13.8,people tested,34054426.0,21035635.0,18043782.0,2390484.0,62508.0,45180.0,56.86,35.12,30.13,3.99,754.0,11638.0,0.019,36.26,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2022-04-09,3722065.0,0.0,1400.286,100046.0,0.0,11.571,62144.325,0.0,23.379,1670.388,0.0,0.193,1.09,163.0,2.721,2139.0,35.713,,,976.0,16.295,24044412.0,24740.0,404.841,0.417,21628.0,0.364,0.0812,12.3,people tested,34118324.0,21054387.0,18066728.0,2419211.0,63898.0,50354.0,56.96,35.15,30.16,4.04,841.0,13384.0,0.022,36.26,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2022-04-10,3731247.0,9182.0,1311.714,100096.0,50.0,7.143,62297.63,153.304,21.901,1671.222,0.835,0.119,1.1,163.0,2.721,2113.0,35.279,,,,,24060151.0,15739.0,405.106,0.265,21493.0,0.362,0.0606,16.5,people tested,34139709.0,21060350.0,18074455.0,2429478.0,21385.0,49455.0,57.0,35.16,30.18,4.06,826.0,13304.0,0.022,36.25,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,257526.33,21.82,5.51,4299.71
ZAF,Africa,South Africa,2022-04-11,3731247.0,0.0,1311.714,100096.0,0.0,7.143,62297.63,0.0,21.901,1671.222,0.0,0.119,1.12,156.0,2.605,2081.0,34.745,,,,,24071305.0,11154.0,405.294,0.188,21273.0,0.358,0.065,15.4,people tested,34146981.0,21062995.0,18077058.0,2432669.0,7272.0,46540.0,57.01,35.17,30.18,4.06,777.0,12749.0,0.021,36.25,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2022-04-12,3731247.0,0.0,1311.714,100096.0,0.0,7.143,62297.63,0.0,21.901,1671.222,0.0,0.119,1.13,160.0,2.671,2102.0,35.095,,,,,24094335.0,23030.0,405.681,0.388,21004.0,0.354,0.0595,16.8,people tested,34195988.0,21079205.0,18095166.0,2452928.0,49007.0,45830.0,57.09,35.19,30.21,4.1,765.0,13166.0,0.022,36.25,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2022-04-13,3731247.0,0.0,1311.714,100096.0,0.0,7.143,62297.63,0.0,21.901,1671.222,0.0,0.119,1.15,164.0,2.738,2079.0,34.711,,,,,24116414.0,22079.0,406.053,0.372,20768.0,0.35,0.0576,17.4,people tested,34253459.0,21097500.0,18116074.0,2477161.0,57471.0,46057.0,57.19,35.22,30.25,4.14,769.0,13716.0,0.023,36.24,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2022-04-14,3731247.0,0.0,1311.714,100096.0,0.0,7.143,62297.63,0.0,21.901,1671.222,0.0,0.119,1.18,169.0,2.822,2087.0,34.845,,,,,24139799.0,23385.0,406.447,0.394,20488.0,0.345,0.0604,16.6,people tested,34309973.0,21115282.0,18136746.0,2501087.0,56514.0,45436.0,57.28,35.25,30.28,4.18,759.0,14016.0,0.023,36.23,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2022-04-15,3731247.0,0.0,1311.714,100096.0,0.0,7.143,62297.63,0.0,21.901,1671.222,0.0,0.119,1.21,169.0,2.822,2087.0,34.845,,,,,24161679.0,21880.0,406.815,0.368,20287.0,0.342,0.0643,15.6,people tested,34350797.0,21127625.0,18151340.0,2519105.0,40824.0,42339.0,57.35,35.28,30.31,4.21,707.0,13141.0,0.022,36.22,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2022-04-16,3731247.0,0.0,1311.714,100096.0,0.0,7.143,62297.63,0.0,21.901,1671.222,0.0,0.119,1.23,167.0,2.788,2085.0,34.812,,,1000.0,16.696,24179126.0,17447.0,407.109,0.294,19245.0,0.324,0.0679,14.7,people tested,,,,,,33744.0,,,,,563.0,10622.0,0.018,36.22,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2022-04-17,3740398.0,9151.0,1307.286,100144.0,48.0,6.857,62450.416,152.787,21.827,1672.024,0.801,0.114,1.27,168.0,2.805,2083.0,34.778,,,,,24189010.0,9884.0,407.275,0.166,18408.0,0.31,0.071,14.1,people tested,,,,,,31223.0,,,,,521.0,9929.0,0.017,36.22,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,259161.03,21.79,17.5,4327.0034
ZAF,Africa,South Africa,2022-04-18,3740398.0,0.0,1307.286,100144.0,0.0,6.857,62450.416,0.0,21.827,1672.024,0.0,0.114,1.31,164.0,2.738,2079.0,34.711,,,,,24198159.0,9149.0,407.43,0.154,18122.0,0.305,0.0747,13.4,people tested,34362003.0,21130966.0,18155537.0,2524058.0,,30717.0,57.37,35.28,30.31,4.21,513.0,9710.0,0.016,36.22,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2022-04-19,3740398.0,0.0,1307.286,100144.0,0.0,6.857,62450.416,0.0,21.827,1672.024,0.0,0.114,1.36,154.0,2.571,2070.0,34.561,,,,,24212994.0,14835.0,407.679,0.25,16951.0,0.285,0.0814,12.3,people tested,34366442.0,21132296.0,18157162.0,2526097.0,4439.0,24351.0,57.38,35.28,30.32,4.22,407.0,7584.0,0.013,36.22,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2022-04-20,3740398.0,0.0,1307.286,100144.0,0.0,6.857,62450.416,0.0,21.827,1672.024,0.0,0.114,1.41,160.0,2.671,2138.0,35.696,,,,,24234233.0,21239.0,408.037,0.358,16831.0,0.283,0.0921,10.9,people tested,34413466.0,21147587.0,18175011.0,2545438.0,47024.0,22858.0,57.46,35.31,30.35,4.25,382.0,7155.0,0.012,36.21,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
