date,new_cases
2022-06-15,332.393344273985
2022-06-16,386.3035695390316
2022-06-17,341.6534909407643
2022-06-18,433.2425627086284
2022-06-19,438.0381685021426
2022-06-20,320.180731451058
2022-06-21,248.2470266701109
